ID,NAME,ORGANIZATION,CATEGORY,DESCRIPTION,ADDRESS,CITY,ZIP_CODE,URL,PHONE,EMAIL,ELIGIBILITY_CRITERIA,APPOINTMENT_REQUIRED,REFERRAL_REQUIRED_FROM,START_DATE,END_DATE,IS_ALWAYS_OPEN,OPEN_HOURS_USER_INPUT,INTERNAL_NOTES,LAST_MODIFIED_DATETIME
60,CityTeam Youth Collective,CityTeam,"Employment,Shelter,Medical","Provides transitional housing, case management, coaching and mentoring to at risk women, ages 18 to 24.  The program focuses on participant development of skills and knowledge required to work and live independently. ",,,,https://cityteam.org/wp-content/uploads/2021/11/CT-YouthCollective-SJ_brochure2021.pdf,(408) 232-5630,sanjose@cityteam.org,Female between 18-24 years of age.  Low-income.  Homeless or at risk of becoming homeless.  Needs cash management services.  Needs educational and career services.  Willing to participate in program structure.  Preferably was in the foster care system.  Willing to be in a Christian environment.  Cannot be an addict or alcoholic.  No children can reside with the participant.  Willing to commit to 10 - 12 months.  Desires a change.,,,,,,,Educational services - does not explicitly state vocational training.  Does not provide mental health counseling but will refer to the appropriate behavioral health services.,10/16/2022 4:35 PM
67,Family & Children Services of Silicon Valley,Caminar,"Employment,Medical,Shelter","FCS provides a wide variety of counseling, prevention, and support services for children, teens, and adults.  They specialize in serving underserved and vulnerable communities.",950 W. Julian Street,San Jose,95126,http://www.fcservices.org/,(408) 292-9353,info@fcservices.org,,,,,,,,"They have a bunch of locations - https://www.fcservices.org/

https://www.fcservices.org/wp-content/uploads/2013/08/FCS-Brochure-2018.pdf

Possible new categories or new programs??:

o  Deaf/Hard-of-Hearing Program for children
o  School Based Serviceso  LGBTQ youth counseling and support (Youth Space - https://youthspace.org/)
o  Family Violence & Abuse Prevention Services
o  Mental health services for adults who are Deaf/Hard-of-Hearing
o  Family violence prevention services
o  Domestic violence survivor support services
o Peer support and advocacy services for adults who are LGBTQ (LGBTQ Wellness)
o  Peer-run adult respite program (Blackbird House)
o  Parenting programs
o  Recidivism reduction (Therapy for adults at high-risk of returning to jail)

They have LGBTQ Youth Space and LGBTQ Wellness
at 452 S. First Street, San Jose 95113 408.343.7940  https://youthspace.org/ - should this be a separate record? - I'm going to add it as a new record.

They offer residential care and respite care, so I selected ""Shelter"" category, but not sure if that is correct.

They have different programs and services.  See 
https://www.fcservices.org/wp-content/uploads/2013/08/FCS_FactSheet_FY2019_Dec.pdf  Some of the programs require referrals, some don't appear to.  Let me know if you want me to add records for each program or service.",5/3/2023 3:55 PM
368,Haven to Home (HTH),West Valley Community Services (WVCS),"Employment,Personal Care,Shelter,Transportation","The Haven to Home Program serves the unhoused community by providing supportive services and resources. The program offers unhoused clients: access to WVCS Market for food needs, uplift bus passes for transportation needs, laundry quarters, hygiene kits, referalls to shelters, safe parking, and employment resources. ",10104 Vista Drive,Cupertino,95014,https://www.wvcommunityservices.org/support,(408) 255-8033,wvcs@wvcommunityservices.org,"Must be a resident of one of the following zip codes: 95014, 95030, 95032, 95033, 95044, 95070, 95129, 95130 and meet certain financial criteria.",,,,,,"Mon  8am - 12pm, 1pm - 5pm
Tue  8am - 12pm, 1pm - 5pm
Wed  8am - 12pm, 1pm - 5pm
Thur  8am - 12pm, 1pm - 8pm
Fri  8am - 12pm, 1pm - 5pm","Offers shelter referrals, not shelter, so unsure if I should have selected that category.

Please read the description and add other needed categories/subcategories.

Select ""Car Park"" or whatever the new subcategory is called under Shelter category.",5/3/2023 3:55 PM
273,Asian Women's Home,Asian Americans for Community Involvement (AACI),"Shelter,Employment","The Asian Women's Home serves survivors of domestic violence and human trafficking.  Asian Women’s Home serves everyone regardless of race, ethnicity, religion, immigration status, socioeconomic background, or sexual orientation.   Help is available in multiple languages and dialects, both Asian and non-Asian.

The phone number below is a 24/7 crisis hotline number.

Services include:

o  A 24-hour crisis hotline and information hotline.  (408) 975-2739
o  A 24-hour emergency shelter.
o  Peer counseling; individual and group.
o  Help with restraining orders, family law, and immigration issues.
o  Domestic violence education and training for professionals and community groups.
o  Employment, housing, and social service advocacy.
o  Information and referrals.
o  San Jose Family Justice Center (FJC) 
o  Safe Chat ","2400 Moorpark Ave., Suite 300",San Jose,95128,https://aaci.org/wellness/womens-home/,(408) 975-2739,info@aaci.org,,,,,,,"Mon 8:30am–5:30pm
Tue 8:30am–5:30pm
Wed 8:30am–5:30pm
Thur 8:30am–7pm
Fri 8:30am–5:30pm","Add Legal Services as a category and add this record to it.

Also add to Domestic Violence category or something similar.

They also have offices at 749 Story Road, San Jose, 266 N.  Jackson, San Jose, and 800 Peter Pan Ave, San Jose.  The website gives a  contact phone number for the Moorpark location in San Jose and that is the address I entered for the record.  I don't know what services are available at the other locations, so I don't have records for the other locations.
",5/3/2023 3:56 PM
118,Amigos de Guadalupe Rental & Deposit Assistance,Amigos de Guadalupe,Financial,Amigos offers rental and deposit assistance to tenants who reside in Santa Clara County.,"1897 Alum Rock Avenue, #35",San Jose,95116,https://www.amigoscenter.com/about-4,(408) 341-6080,info@amigosdeguadalupe.org,Must be a Santa Clara County resident.,,,,,,"Mon 9am - 5pm
Tue 9am - 5pm
Wed 9am - 5pm
Thur 9am - 5pm
Fri 9am - 5pm
",,12/19/2022 12:54 PM
367,Emergency Financial Assistance,West Valley Community Services (WVCS),Financial,"West Valley Community Services offers emergency financial assistance (rent and utilities) to  prevent evictions and utility cutoffs. WVCS also offers assistance for transportation, clothing, and other basic needs based on eligibility and availability of resources.",10104 Vista Drive,Cupertino,95014,https://www.wvcommunityservices.org/copy-of-support,(408) 255-8033,wvcs@wvcommunityservices.org,"Must be a resident of one of the following zip codes: 95014, 95030, 95032, 95033, 95044, 95070, 95129, 95130 and meet certain financial criteria.",,,,,,"Mon  8am - 12pm, 1pm - 5pm
Tue  8am - 12pm, 1pm - 5pm
Wed  8am - 12pm, 1pm - 5pm
Thur  8am - 12pm, 1pm - 8pm
Fri  8am - 12pm, 1pm - 5pm",,5/3/2023 3:56 PM
435,Emergency Rental and Deposit Assistance,Opening Doors 2020,Financial,"Emergency rental and deposit assistance for low-income families, seniors, veterans, and people experiencing homelessness.","598 North 1st Street, Suite A",San Jose,95112,https://od2020.com/#services,(408) 401-1090,info@od2020.com,,,,,,,,Add to Rent and Deposit Assistance.,12/10/2022 4:45 PM
373,Emergency Rental Assistance,St. Joseph’s Family Center,Financial,St. Joseph's may provide assistance with paying first months rent and assistance with past due rent.,"7950 Church Street, Suite A",Gilroy,95020,https://stjosephsgilroy.org/need-help/emergency-rental-assistance/,(408) 842-6662 ext 21,,Must meet low-income requirements and live in South Santa Clara County.,,,,,,,Create Rental Assistance subcategory and select it.,11/29/2022 4:05 PM
404,Emergency Rental Assistance Program (ERAP),Catholic Charities of Santa Clara County,Financial,"Catholic Charities of Santa Clara County, in partnership with other organizations, offers one-time deposit and rental assistance to clients who qualify. The Rent Relief team also assists clients in need of their housing search and navigating applications.

This is a pop-up site at Saint Leo the Great Catholic Church for walk-in clients - no appointment is needed.",88 Race Street,San Jose,95126,https://www.ccscc.org/emergency-rent-relief-program,(408) 273-7478,ERAP@catholiccharitiesscc.org,Under 30% AMI,,,,,,Tue 4pm - 6pm,Only held on every 2nd Tuesday of the month.,5/3/2023 3:57 PM
405,Emergency Rental Assistance Program (ERAP),Catholic Charities of Santa Clara County,Financial,"Catholic Charities of Santa Clara County, in partnership with other organizations, offers one-time deposit and rental assistance to clients who qualify. The Rent Relief team also assists clients in need of their housing search and navigating applications.

This is a pop-up site at St. John Vianney Catholic Church for walk-in clients - no appointment is needed.",4600 Hyland Avenue,San Jose,95127,https://www.ccscc.org/emergency-rent-relief-program,(408) 273-7478,ERAP@catholiccharitiesscc.org,Under 30% AMI,,,,,,Wed 2pm - 4pm,"Add to category/subcategory Rental Assistance.

This is held every 2nd and 4th Wednesday of the month. ",5/3/2023 3:58 PM
406,Emergency Rental Assistance Program (ERAP),Catholic Charities of Santa Clara County,Financial,"Catholic Charities of Santa Clara County, in partnership with other organizations, offers one-time deposit and rental assistance to clients who qualify. The Rent Relief team also assists clients in need of their housing search and navigating applications.

This is a pop-up site at Our Lady of Refuge Catholic Church for walk-in clients - no appointment is needed.",2165 Lucretia Avenue,San Jose,95122,https://www.ccscc.org/emergency-rent-relief-program,(408) 273-7478,ERAP@catholiccharitiesscc.org,Under 30% AMI,,,,,,Tue 4pm - 6pm,"Add to Rental Assistance subcategory/category.

This is held every 2nd and 4th Tuesday of the month.
",5/3/2023 3:59 PM
407,Emergency Rental Assistance Program (ERAP),Catholic Charities of Santa Clara County,Financial,"Catholic Charities of Santa Clara County, in partnership with other organizations, offers one-time deposit and rental assistance to clients who qualify. The Rent Relief team also assists clients in need of their housing search and navigating applications.","1908 Senter Road, Suite #50",San Jose,95112,https://www.ccscc.org/emergency-rent-elief-program,(408) 273-7478,ERAP@catholiccharitiesscc.org,Under 30% AMI,checked,,,,,"Mon 9am - 5pm
Tue 9am - 5pm
Wed 9am - 5pm
Thur 9am - 5pm
Fri 9am - 5pm",Add to subcategory Rental Assistance.,12/1/2022 7:11 PM
482,Emergency Rental Assistance Program (ERAP),Catholic Charities of Santa Clara County,Financial,"Catholic Charities of Santa Clara County, in partnership with other organizations, offers one-time deposit and rental assistance to clients who qualify. The Rent Relief team also assists clients in need of their housing search and navigating applications.

This is a pop-up site every 4th Tuesday of the month at Santee for walk-in clients - no appointment is needed.",1313 Audubon Drive,San Jose,95122,https://www.ccscc.org/emergency-rent-relief-program,(408) 273-7478,ERAP@catholiccharitiesscc.org,Under 30% AMI,,,,,,Tue 2pm-4pm,Only every 4th Thursday of the month.,3/1/2023 4:15 PM
374,Emergency Utility Assistance,St. Joseph’s Family Center,Financial,St. Joseph’s Family Center provides utility assistance to low income individuals or families to help with a PG&E payment in the event of a financial hardship.,"7950 Church Street, Suite A",Gilroy,95020,https://stjosephsgilroy.org/need-help/emergency-utility-assistance/,(408) 842-6662 ext 21,,"Must meet low-income requirements, live in South Santa Clara County, and meet other requirements outlined on the website.",,,,,,,"Add to subcategory ""Utility Assistance"".  Please.",11/29/2022 4:11 PM
370,Financial Empowerment Program,West Valley Community Services (WVCS),Financial,The Financial Empowerment Program helps families develop financial literacy skills in order to build their own safety net and move towards self-sufficiency. Participants work one-on-one with a case manager and volunteer financial coach to set long-term goals and develop new personal financial management skills.,10104 Vista Drive,Cupertino,95014,https://www.wvcommunityservices.org/support,(408) 255-8033,wvcs@wvcommunityservices.org,"Must be a resident of one of the following zip codes: 95014, 95030, 95032, 95033, 95044, 95070, 95129, 95130 and meet certain financial criteria.",,,,,,"Mon  8am - 12pm, 1pm - 5pm
Tue  8am - 12pm, 1pm - 5pm
Wed  8am - 12pm, 1pm - 5pm
Thur  8am - 12pm, 1pm - 8pm
Fri  8am - 12pm, 1pm - 5pm",,5/3/2023 3:59 PM
346,Financial Support,Sunnyvale Community Services,Financial,"If you are facing a critical situation, need financial assistance with rent, rental deposit, utility bills, or other essential needs, you may qualify for financial assistance at Sunnyvale Community Services.",1160 Kern Avenue,Sunnyvale,94085,https://svcommunityservices.org/gethelp-financial-support/,(408) 738-4321,info@svcommunityservices.org,Must be a resident of Sunnyvale and meet certain financial criteria.,,,,,,"Mon 9am - 12pm, 12:30pm - 4pm
Tue 9am - 12pm, 12:30pm - 4pm
Wed 9am - 12pm, 12:30pm - 4pm
Thur 9am - 12pm, 12:30pm - 4pm
Fri  9am - 12pm, 12:30pm - 4pm",,11/27/2022 2:56 PM
471,Free Tax Preparation,Sacred Heart Community Services,Financial,Volunteer Income Tax Assistance (VITA) for free available through Sacred Heart Community Services.,550 S First Street,San Jose,95113,https://resources.finalsite.net/images/v1674591349/fuhsdorg/kdqpb2pwcd0jjhjvjcq5/VITAFlyerTY221.pdf,(408) 343-3650,taxhelp@sacredheartcs.org,"This service is open to anyone with a (2022)
household income of $73,000 or less.",,,2/4/2023,4/15/2023,,,"Add to Tax Preparation subcategory.  I did not add the hours since tax season will be over before this is live.  You might want to add a checkbox for Seasonal Assistance or something like that, then you will know that the hours and location need to be updated on a seasonal basis.",2/12/2023 4:11 PM
69,Housing & Economic Rights Advocates (HERA),,Financial,Consumer finance non-profit legal service and advocacy group.,"3950 Broadway, Suite 200 ",,94611,https://www.heraca.org/,(510) 271-8443,inquiries@heraca.org,,,,,,,,"They are located in Oakland, but service all of California.",10/18/2022 8:04 PM
450,LifeMoves Emergency Assistance Network,LifeMoves,Financial,Provides one-time emergency financial assistance to those in need.,,,,https://www.lifemoves.org/get-help/,(408) 271-0685 ext 642,smunoz@lifemoves.org,"Must be a resident of the following zip codes: 94301, 94303, 94304, 94305, 94306, 95035, 95131, 95133 and 95134.",,,,,,,,12/11/2022 2:17 PM
430,Rental Rights and Referrals Program,City of San José Housing Department,Financial,"Mediates issues such as non-payment of rent, lease issues, nuisance issues, and roommate disputes.  Tenant or landlord can contact City of San José Rent Stabilization program.","200 E. Santa Clara Street, 12th floor",San Jose,95113,https://www.sanjoseca.gov/home/showdocument?id=13813,(408) 975-4480,,,,,,,,,"I cannot find a URL for the program only for the Tenant Protection Ordinance.

Put in a new category - possibly Rental Rights and remove from Financial category.",12/10/2022 3:51 PM
73,Salvation Army of Silicon Valley Housing & Utilities Assistance Program,"Salvation Army of Silicon Valley, Family Services Department",Financial,"Provides assistance to help families pay their rent, mortgage, and/or deposit in response to hardship or unforeseen difficulty.","359 N. 4th Street, Room 202",San Jose,95112,https://siliconvalley.salvationarmy.org/silicon_valley/family-services,(408) 282-1165 x3210,,"Contact the Family Services Department to determine eligibility. This program serves the following zip codes: 95013, 95037, 95119, 95121, 95122, 95127, 95132, 95135, 95137, 95138, 95139, 95141, 95148, 95050, 95051, 95054, and 95112 N. of Santa Clara Street.",,,,,,"Tue 8am - 12pm, 1pm - 3 pm
Wed 8am - 12pm, 1pm - 3 pm
Thur 8am - 12pm, 1pm - 3 pm
Fri  8am - 12pm","Must provide current proof of income, proof of address, and a valid ID.",5/3/2023 3:59 PM
372,Santa Clara County Homeless Prevention System,Santa Clara County,Financial,"The Homelessness Prevention System (HPS) program provides assistance to low-income families or individuals who are at risk of losing their housing, including:

o  Temporary financial assistance
o  Legal support
o  Case management and other services",,,,https://preventhomelessness.org/,(408) 926-8885,info@preventhomelessness.org,"o  Resident of Santa Clara County
o  Low-income
o  Currently housed but at risk of losing housing within approximately 14 days
o  At high risk of homelessness based on a short assessment questionnaire",,,,,,,Add to categories Legal Services and Case Management.,5/3/2023 3:59 PM
379,Tax Preparation for Low Income,Catholic Charities of Santa Clara County,Financial,"Volunteer Income Tax Assistance (VITA) free tax prep program provides free tax preparation for low-income and at-risk taxpayers with the help of community partners and volunteers.

Interpreter Service available.","2625 Zanker Road, Suite 101",San Jose,95134,https://www.ccscc.org/tax-ez-program,(408) 240-3397,Taxez@catholiccharitiesscc.org,"The low-to-moderate income threshold for FY 2023, Tax Year 2022, is $60,000.",checked,,,,,"Mon 9am - 5pm
Tue 9am - 5pm
Wed 9am - 5pm
Thur 9am - 5pm
Fri 9am - 5pm","Add to Tax Preparation subcategory or something similar.

The hours above are administrative hours and are not tax preparation hours.  I don't know if this db will be available to the public before April 2023, so I did not enter tax preparation hours.  There are also 2 other sites where tax help is available.  I did not enter that information.",11/29/2022 4:58 PM
369,VITA Program (Income Tax Preparation),West Valley Community Services (WVCS),Financial,WVCS offers free income tax preparation services for low-income households. Get help with special tax credits including earned income tax credits and child tax credits. Free electronic filing (e-filing) is available.,10104 Vista Drive,Cupertino,95014,https://www.wvcommunityservices.org/support,(408) 255-8033,wvcs@wvcommunityservices.org,"Must be a low income resident of one of the following zip codes: 95014, 95030, 95032, 95033, 95044, 95070, 95129, 95130 and meet certain financial criteria.",,,,,,"Mon  8am - 12pm, 1pm - 5pm
Tue  8am - 12pm, 1pm - 5pm
Wed  8am - 12pm, 1pm - 5pm
Thur  8am - 12pm, 1pm - 8pm
Fri  8am - 12pm, 1pm - 5pm","
Add subcategory Income Tax Preparation?",5/3/2023 4:00 PM
348,Get Help Alviso Residents,Sunnyvale Community Services,"Financial,Housing,Food","Sunnyvale Community Services (SCS) assists Alviso families in crisis with food aid, financial assistance, and referrals to help prevent homelessness.  SCS also provides backpacks, school supplies, and gift cards to children.",1160 Kern Avenue,Sunnyvale,94085,https://svcommunityservices.org/get-help-alviso/,(408) 738-4321,info@svcommunityservices.org,Must be a low income resident of Alviso.,,,,,,"Mon 9am - 12pm, 12:30pm - 4pm
Tue 9am - 12pm, 12:30pm - 4pm
Wed 9am - 12pm, 12:30pm - 4pm
Thur 9am - 12pm, 12:30pm - 4pm
Fri  9am - 12pm, 12:30pm - 4pm","I selected Housing category, but SCS does not provide housing, instead it provides housing referrals.  So I'm unsure if Housing should have been selected.",5/3/2023 7:35 PM
121,Habitat for Humanity East Bay/Silicon Valley Housing & Financial Counseling,Habitat for Humanity East Bay/Silicon Valley,"Financial,Housing","Habitat offers the following housing counseling services:

o    Counseling services to help clients develop personalized financial management tools.
o    Financial education workshops and webinars to help clients build financial health.
o    First-time homebuyer classes that equip clients with the skills needed to understand the process of home buying.
o    Habitat’s Financial Education Center provides a free library of financial and homebuying educational resources",513 Valley Way,Milpitas,95035,https://www.habitatebsv.org/services/housing-counseling,(866) 450-4432,info@HabitatEBSV.org,Habitat’s housing and financial services are open to anyone of any income range wanting to improve their financial health or reach a milestone such as purchasing their first home.,,,,,,,"It looks like they want to be contacted for services by filling out a form on their website, not via phone or email.",5/3/2023 7:54 PM
438,Maitri Toll Free Helpline,Maitri,"Housing,Financial","Services help South Asians experiencing domestic violence, human trafficking, family conflict and
cultural isolation. Offers helpline, legal advocacy, counseling, transitional housing and economic empowerment services.",,Santa Clara,,https://maitri.org/contact-us,(888) 862-4874,maitri@maitri.org,,,,,,,"Mon 9am – 3pm
Tue 9am – 3pm
Wed 9am – 3pm
Thur 9am – 3pm
Fri 9am – 3pm","Put in domestic violence, human trafficking categories.  Please read the description to see if new categories are needed.",12/10/2022 5:22 PM
37,CityTeam Grocery Distribution  (Del Mar High School),CityTeam,Food,Food pantry.,1224 Del Mar Avenue,San Jose,95128,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Thur 3:30pm - 4:30pm,Only the 1st and 3rd Thursday of each month.,5/3/2023 7:35 PM
135,Abrazos Por Vida,ConXión,Food,"This program has weekly parenting workshops with fun children’s activities, Circulos (parent support group) and monthly Family Activity Nights. The workshops focus on empowering parents to build strong relationships with their children.

Dinner is provided before the parenting workshops.","749 Story Road, Suite 10",San Jose,95122,https://www.conxion.org/families#abrazos-por-vida,(408) 428-2193,jdan@conxion.org,,,,,,,,Possibly add Education as a category and Parenting as a subcategory.  Category must be changed.,5/3/2023 7:54 PM
25,Breakfast,LifeMoves Opportunity Services Center,Food,Breakfast served at the Opportunity Services Center (OSC).,33 Encina Avenue,Palo Alto,94301,https://www.lifemoves.org/community-engagement/,(650) 853-8672,,,,,,,,"Mon 8:30am
Tue 8:30am
Wed 8:30am
Thur 8:30am
Fri 8:30am","I can no longer find any information about breakfast being served at the LifeMoves Opportunity Center.  Other sites have that information, but the sites are dated 2019-2020.  I don't know if they still serve breakfast or not, but it has been removed from their website, as far as I can tell.",5/3/2023 7:36 PM
389,Christ The King Parish Weekly Community Market Walk Up,Catholic Charities of Santa Clara County,Food,Weekly walk through food distribution site that provides boxed groceries and hot meals.,5284 Monterey Road,San Jose,95111,https://www.ccscc.org/free-food-distribution,,,,,,,,,Fri 4pm - 6pm,,11/29/2022 6:52 PM
45,City Team Connect Meals Program,CityTeam,Food,Provides hot meals (breakfast and dinner) daily in San Jose.,580 Charles Street,San Jose,95112,https://cityteam.org/san-jose/#connect,(408) 288-2185,,,,,,,,"Mon 9:15am-9:45am, 5:00pm-5:45pm
Tue 9:15am-9:45am, 5:00pm-5:45pm
Wed 9:15am-9:45am, 5:00pm-5:45pm
Thur 9:15am-9:45am, 5:00pm-5:45pm
Fri 9:15am-9:45am, 5:00pm-5:45pm
Sat 9:15am-9:45am, 5:00pm-5:45pm
Sun  9:15am-9:45am, 5:00pm-5:45pm","Determined breakfast and dinner end times via a phone call to the organization. 

Can anybody just walk in and receive a free meal? I did a search on duckduckgo but did not find anymore relevant information.",10/14/2022 10:22 AM
44,CityTeam Grocery Distribution (Campbell Church of Christ),CityTeam,Food,Food pantry.,1060 Hedegard Avenue,Campbell,95008,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Sat 12:00pm – 2:00pm,The 2nd & 4th Saturday of each month.,10/14/2022 9:28 AM
40,CityTeam Grocery Distribution (CityTeam in the Neighborhood warehouse),CityTeam,Food,Food pantry.,1297 N 13th Street,San Jose,95112,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Sat 9:30am – 11:30am,The 1st & 3rd Saturday of each month.,5/3/2023 7:37 PM
38,"CityTeam Grocery Distribution (CityTeam Mayfair, ACE Empower Academy)",CityTeam,Food,Food pantry.,625 South Sunset Avenue,San Jose,95116,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Fri 4:00pm – 5:00pm,Only the 1st & 3rd Friday of each month.,5/3/2023 7:37 PM
43,CityTeam Grocery Distribution (Family Life Church),CityTeam,Food,Food pantry.,801 Hellyer Avenue,San Jose,95111,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,"Sat 10:00am – 12:00pm
",The 2nd & 4th Saturday of each month.,10/14/2022 9:28 AM
42,CityTeam Grocery Distribution (Gateway Neighborhood Center),CityTeam,Food,Food pantry.,477 North Mathilda Avenue,Sunnyvale,94085,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Sat 10:00am – 12:00pm,The 2nd & 4th Saturday of each month.,10/14/2022 9:28 AM
36,CityTeam Grocery Distribution (Linda Vista Elementary School @ River of Life Family Church),CityTeam,Food,Food pantry.,218 Kirk Avenue,San Jose,95127,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Thur 2:30 pm – 3:30pm,Only the 1st and 3rd Thursdays of each month.,5/3/2023 7:37 PM
41,CityTeam Grocery Distribution (Milpitas Pantry at Silicon Valley Alliance Church),CityTeam,Food,Food pantry.,10 Dempsey Road,Milpitas,95035,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Sat 9:30am – 11:30am,The 1st & 3rd Saturday of each month.,10/14/2022 9:28 AM
33,CityTeam Grocery Distribution (Mountain View),City Team,Food,Food pantry.,1667 Miramonte Avenue,Mountain View,94040,https://cityteam.org/https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Tue 3:30pm - 5:00pm,Located at the Menlo Church.  Only on the 1st and 3rd Tuesdays of the month.,5/3/2023 7:37 PM
39,CityTeam Grocery Distribution (Via Monte at Menlo Church SJ Campus),CityTeam,Food,Food pantry.,5655 Gallup Drive,San Jose,95118,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Fri 4:00pm – 5:00pm,The 2nd & 4th Friday of each month.,10/14/2022 9:28 AM
34,CityTeam Grocery Distribution (Willow Glen Bible Church),City Team,Food,Food pantry.,1292 Minnesota Avenue,San Jose,95125,https://cityteam.org/divi_overlay/sj-neighborhood-outreach-grocery-distribution/,,,,,,,,,Tues 3:30pm - 5:00pm,Only on the 2nd and 4th Tuesdays of each month.,10/14/2022 9:30 AM
390,Cureton Family Resource Center (FRC) - Food Distribution,Catholic Charities of Santa Clara County,Food,Monthly drive through food distribution site that provides boxed groceries.,3720 E Hills Drive,San Jose,,https://www.ccscc.org/free-food-distribution,,,,,,,,,"10am - 12pm 
4th Monday of the month",,11/29/2022 6:58 PM
394,Eastside Neighborhood Center - Food Distribution,Catholic Charities of Santa Clara County,Food,Food distribution site that provides hot meals for new clients only who are age 60+.,21501 Alum Rock Avenue,San Jose,95116,https://www.ccscc.org/free-food-distribution,,,Must be new client and age 60+.,,,,,,"Mon 10:45am – 11:55am
Tue 10:45am – 11:55am
Wed 10:45am – 11:55am
Thur 10:45am – 11:55am
Fri 10:45am – 11:55am",,11/29/2022 7:24 PM
61,Emmanuel House Soup Kitchen,The Salvation Army Of Silicon Valley,Food,"The Soup Kitchen provides daily free meals to men, women and children who need it.  ",405 North 4th Street,San Jose,95112,https://siliconvalley.salvationarmy.org/silicon_valley/emmanuel-house,(408) 282-1175,cesar.esquivel@usw.salvationarmy.org,,,,,,,"Mon 12:15pm - 1pm, 5:15pm - 6:00pm
Tues 12:15pm - 1pm, 5:15pm - 6:00pm
Wed 12:15pm - 1pm, 5:15pm - 6:00pm
Thur 12:15pm - 1pm, 5:15pm - 6:00pm
Fri 12:15pm - 1pm, 5:15pm - 6:00pm
Sat 12:15pm - 1pm, 5:15pm - 6:00pm","This website indicates meals are currently take-out only due to covid.  I don't know if that information is current or not.

https://www.findhelp.org/the-salvation-army-of-silicon-valley--san-jose-ca-soup-kitchen/5149254978371584?postal=95101",10/17/2022 8:55 PM
451,Family Resource Center Food Distribution,Santa Clara Unified School District (SCUSD),Food,Food distribution at 1-4pm on a monthly basis (usually the first Tuesday of the month) for SCUSD families eligible for free and reduced lunch. Bilingual community liaisons.,1840 Benton Street,Santa Clara,95050,https://www.santaclarausd.org/Page/1182,(408) 423-3528,,Must have a child enrolled in the SCUSD who is eligible for free and reduced lunch.,,,,,,Tue 1pm - 4pm,"Food is usually distributed the first Tuesday of the month, but it is subject to change.",12/11/2022 2:54 PM
349,Food Aid in Sunnyvale,Sunnyvale Community Services,Food,"Sunnyvale Community Services provides clients with groceries. To qualify, prospective clients need to provide some basic household information and proof of Sunnyvale residency. All food distributions are done in a convenient and safe drive-through model from 8AM to 5PM on designated days.  There are also ready-to-eat foods available for homeless clients.

There is also a Children's Summer Nutrition Program available for school age children.",1160 Kern Avenue,Sunnyvale,94085,https://svcommunityservices.org/gethelp-services-food-aid/,(408) 738-4321,info@svcommunityservices.org,Must be a resident of Sunnyvale and meet certain income requirements.,,,,,,"Mon 9am - 12pm, 12:30pm - 4pm
Tue 9am - 12pm, 12:30pm - 4pm
Wed 9am - 12pm, 12:30pm - 4pm
Thur 9am - 12pm, 12:30pm - 4pm
Fri  9am - 12pm, 12:30pm - 4pm","Hours are for administrative staff, not food distribution hours.",11/27/2022 3:19 PM
378,Food and Nutrition,St. Joseph’s Family Center,Food,"Individuals and families are eligible to receive a grocery allotment once a week.  This program is open to anyone in need.  No preregistration is required.

Bag lunches for the homeless population are also available during the distribution hours.","7950 Church Street, Suite A",Gilroy,95020,https://stjosephsgilroy.org/need-help/food-and-nutrition/,(408) 842-6662,,,,,,,,"Mon 8am - 2:30pm
Wed 8am - 2:30pm
Thur 8am - 2:30pm",,11/29/2022 4:37 PM
340,Food and Nutrition Center,"Community Services Agency (CSA) of Mountain View, Los Altos, and Los Altos Hills",Food,"This is a food pantry that distributes groceries to low income residents of Mountain View, Los Altos, and Los Altos Hills.",204 Stierlin Road,Mountain View,94043,https://www.csacares.org/services/food-nutrition-center/,(650) 968-0836,,"Must be a low income resident of Mountain View, Los Altos, or Los Altos Hills.  Must also be a registered client of the CSA.",,,,,,"Mon 2pm - 4pm
Thur 11:30am - 1:30pm
Fri 2:00pm - 4pm",,11/27/2022 12:28 PM
